0,도시철도공사판암역,지하 1층 역무실 앞,대전광역시 동구 옥천로 지하162,36.31702511,127.45863259999999,042-274-3101
1,ktlinkus(주)중부본부대전지사,진잠타운 상가,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.29681824,127.3212077,042-531-0030
2,남부여성가족원,1층 입구 전시실,대전광역시 동구 동구청로 36,36.30187526,127.4603074,042-270-7753
3,대전광역시도시철도공사(서구지역),용문역 외삼방향 대합실,대전광역시 서구 월평동 160-20,36.33826984,127.39327990000001,042-539-3213
4,대전광역시여성가족원,1층 로비,대전광역시 서구 배재로 181,36.32468298,127.3697845,042-270-7612
5,대전광역시립제1노인전문병원,3층 로비,대전광역시 유성구 유성대로 1422,36.40513546,127.37346969999999,042-862-0023
6,동구국민체육센터,1층 로비,대전광역시 동구 가양로 9,36.33946913,127.43814850000001,042-624-6400
7,대전광역시립제1노인전문병원,2층 로비,대전광역시 유성구 유성대로 1422,36.40513546,127.37346969999999,042-862-0023
8,대전시립미술관,대전시립미술관1층 전시안내실,대전광역시 서구 둔산대로 155,36.36704913,127.3857273,042-270-7331
9,대전광역시도시철도공사(서구지역),시청역 대합실,대전광역시 서구 월평동 160-20,36.35140877,127.3867152,042-539-3213
10,ktlinkus(주)중부본부대전지사,미학오투그란데,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.32637591,127.30512250000001,042-531-0030
11,ktlinkus(주)중부본부대전지사,용방마을아파트 어린이집,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.32667366,127.4504255,042-531-0030
12,ktlinkus(주)중부본부대전지사,KT 용전지사 앞,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.35290871,127.4318558,042-531-0030
13,대전도시공사(오월드),아프리카 사파리 입구,대전광역시 중구 사정공원로 70,36.28749807,127.39850609999999,042-580-4705
14,한밭수영장,한밭수영장 여탈의실,대전광역시 중구 부사로40번길 3-10,36.31733691,127.4280159,042-610-4941
15,도시철도공사대동역,지하 3층 승강장 중간,대전광역시 동구 계족로 지하176,36.32954786,127.4428575,042-625-3103
16,밝은마음의료재단 유성한가족요양병원,6병동 간호스테이션 옆,대전광역시 유성구 온천동로 43 (봉명동),36.35537351,127.35063770000001,042-611-9000
17,둔산종합사회복지관,3층 사무실 앞 복도,대전광역시 서구 둔산로 241,36.35196692,127.4011071,042-482-2032
18,충무체육관,충무체육관 (현관),대전광역시 중구 부사로40번길 3-10,36.31786898,127.43041969999999,042-610-4915
19,대전도시철도공사 서대전네거리역,지하 2층 역무실 앞,대전광역시 중구 계룡로 지하889,36.32244513,127.4125376,042-222-3107
20,대전광역시 중구청,1층 민원봉사실 내,대전광역시 중구 중앙로 100,36.32572881,127.4213798,042-606-6372
21,사정스케이트장,사정인라인스케이트장 현관,대전광역시 중구 사정공원로 160,36.29809157,127.40624170000001,042-584-1919
22,한밭체육관,한밭체육관 현관,대전광역시 중구 대종로 373,36.31542047,127.42916809999998,042-610-4912
23,공원관리사업소,1층 사무실 내,대전광역시 중구 사정동 산1-6,36.29899101,127.41096909999999,042-270-7857
24,대전도시공사(오월드),물놀이장,대전광역시 중구 사정공원로 70,36.28800796,127.3980189,042-580-4705
25,대전도시공사(오월드),플라워랜드 1층 의무실내,대전광역시 중구 사정공원로 70,36.29271679,127.3966179,042-580-4705
26,대전도시공사(오월드),쥬랜드 의무실내,대전광역시 중구 사정공원로 70,36.28917115,127.4005183,042-580-4705
27,대전청소년수련마을,1생활관 1층 현관로비,대전광역시 중구 침산동 산21,36.26597957,127.39250759999999,042-285-0351
28,CGV대전,6층 로비,대전광역시 중구 계백로 1700,36.32063038,127.4087997,042-224-0201
29,한밭도서관,1층 의무실,대전광역시 중구 서문로 10,36.30984015,127.40970320000001,042-270-7416
30,ktlinkus(주)중부본부대전지사,성창프라자,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.32310685,127.4584723,042-531-0030
31,한밭도서관,1층현관 안내데스크 옆,대전광역시 중구 서문로 10,36.30987687,127.4095152,042-270-7416
32,효문화마을관리원,2층 현관입구 옆 사무실 안쪽,대전광역시 중구 안영동 71-1,36.28579236,127.38327009999999,042-589-2212
33,ktlinkus(주)중부본부대전지사,서대전역 광장,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.32254881,127.4032861,042-531-0030
34,ktlinkus(주)중부본부대전지사,푸른뫼아파트후문 공중전화,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.33034784,127.3994548,042-531-0030
35,ktlinkus(주)중부본부대전지사,중도쇼핑 앞 공중전화,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.33773935,127.41269840000001,042-531-0030
36,대전도시철도유성온천역,유성온천역 대합실,대전광역시 유성구 계룡로 지하97,36.35335232,127.3412517,042-539-4116
37,대전도시철도유성온천역,대전도시철도 유성온천역 하선승강장,대전광역시 유성구 계룡로 지하97,36.35327731,127.3411628,042-539-4116
38,대전도시철도유성온천역,대전도시철도 유성온천역 상선승강장,대전광역시 유성구 계룡로 지하97,36.35330787,127.34120729999998,042-539-4116
39,노은농수산물도매시장관리사무소,청과물동 2층관리사무소,대전광역시 유성구 노은동로 33,36.36586178,127.31897749999999,042-270-7934
40,대전광역시립제1노인전문병원,1층 로비,대전광역시 유성구 유성대로 1422,36.40455587,127.3729344,042-862-0023
41,대전광역시유성구청,유성구청 구민봉사실,대전광역시 유성구 대학로 211,36.36218058,127.3562571,042-611-2141
42,대전광역시유성구청,유성구청 지하1층 계단 옆,대전광역시 유성구 대학로 211,36.36186124,127.3558709,042-611-2141
43,대전광역시인재개발원,1층 대기실,대전광역시 유성구 유성대로1312번길 83,36.40184819,127.36759920000002,042-870-0251
44,대전도시철도공사구암역,구암역 역무실 앞,대전광역시 유성구 유성대로 703,36.35660913,127.33068259999999,042-539-3617
45,대전도시철도공사노은역,노은역 대합실 (역무실 입구),대전광역시 유성구 노은로 지하161,36.37365928,127.3175466,042-826-3120
46,대전도시철도공사반석역,반석역 대합실 (역무실 입구),대전광역시 유성구 북유성대로 지하303,36.39207939,127.31463490000002,042-539-3622
47,대전도시철도공사 월드컵경기장역,지하1층 대합실 (매표소앞),대전광역시 유성구 한밭대로 지하 155,36.36679826,127.3179027,042-826-3119
48,대전도시철도공사지족역,지족역 대합실 (역무실입구),대전광역시 유성구 노은로 273,36.38408575,127.31948429999998,042-826-3121
49,대전도시철도공사현충원역,현충원역 대합실,대전광역시 유성구 현충원로 지하 455,36.35915782,127.3213745,042-539-3618
50,유림공원관리사무소,유림공원관리사무소,대전광역시 유성구 어은로 27,36.36068395,127.3576898,042-824-4581
51,ktlinkus(주)중부본부대전지사,둔산동 타임월드 국기게양대앞,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.35195521,127.37816640000001,042-531-0030
52,ktlinkus(주)중부본부대전지사,향촌아파트 상가,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.35333085,127.37631029999999,042-531-0030
53,ktlinkus(주)중부본부대전지사,구봉5단지아파트상가앞 공중전화 우측하단,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.30036733,127.3284232,042-531-0030
54,ktlinkus(주)중부본부대전지사,우성아파트상가 공중전화 우측 하단,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.30534521,127.3645827,042-531-0030
55,대전광역시도시철도공사(서구지역),월평역 대합실,대전광역시 서구 월평동 160-20,36.35824753,127.36472909999999,042-539-3213
56,대전광역시도시철도공사(서구지역),용문역 판암방향 대합실,대전광역시 서구 월평동 160-20,36.33826984,127.39327990000001,042-539-3213
57,대전광역시도시철도공사(서구지역),정부청사역 반석방향 승강장,대전광역시 서구 월평동 160-20,36.35748962,127.38119240000002,042-539-3213
58,대전광역시도시철도공사(서구지역),갈마역 대합실,대전광역시 서구 월평동 160-20,36.35760652,127.37270320000002,042-539-3213
59,대전광역시도시철도공사(서구지역),용문역 대합실,대전광역시 서구 월평동 160-20,36.33826984,127.39327990000001,042-539-3213
60,대전광역시도시철도공사(서구지역),탄방역 대합실,대전광역시 서구 월평동 160-20,36.34548418,127.3845649,042-539-3213
61,대전광역시도시철도공사(서구지역),정부청사역 대합실,대전광역시 서구 월평동 160-20,36.35752566,127.38119259999999,042-539-3213
62,대전광역시도시철도공사(서구지역),시청역 외삼방향 승강장,대전광역시 서구 월평동 160-20,36.35140877,127.3867152,042-539-3213
63,대전광역시도시철도공사(서구지역),정부청사역 판암방향 승강장,대전광역시 서구 월평동 160-20,36.35747145,127.38123689999999,042-539-3213
64,대전광역시도시철도공사(서구지역),갑천역 대합실,대전광역시 서구 월평동 160-20,36.35456204,127.35443980000001,042-539-3213
65,대전광역시시설관리공단 정수원(화장장),정수원(화장장) 1층 로비,대전광역시 서구 계백로1249번길 174-82,36.31505198,127.36007350000001,042-610-2300
66,대전광역시한밭수목원,대전광역시한밭수목원 사무실내,대전광역시 서구 둔산대로 169,36.36805076,127.38809909999999,042-270-8477
67,대전예술의전당,아트홀매표소내,대전광역시 서구 둔산대로 135,36.36661209,127.38375959999999,042-270-8141
68,대전예술의전당,앙상블홀매표소내,대전광역시 서구 둔산대로 135,36.36661209,127.38375959999999,042-270-8141
69,연정국악문화회관,엑스포시민광장관리동 2층,대전광역시 서구 둔산대로 181,36.36645312,127.3894416,042-270-8511
70,연정국악문화회관,본관 1층 엘리베이터 옆,대전광역시 서구 둔산대로 181,36.36645312,127.3894416,042-270-8511
71,평송청소년문화센터,평송청소년문화센터 수영장 탈의실 앞,대전광역시 서구 둔산대로 201,36.36585768,127.39184990000001,042-480-1640
72,ktlinkus(주)중부본부대전지사,성남사거리,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.34076863,127.4356831,042-531-0030
73,ktlinkus(주)중부본부대전지사,선비마을3단지,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.36904765,127.4415101,042-531-0030
74,ktlinkus(주)중부본부대전지사,중리주공1단지,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.36713991,127.4248477,042-531-0030
75,ktlinkus(주)중부본부대전지사,선비마을 송촌2단지 상가,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.36919791,127.43888570000001,042-531-0030
76,ktlinkus(주)중부본부대전지사,송촌5단지,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.36579815,127.4458463,042-531-0030
77,ktlinkus(주)중부본부대전지사,법동한마음@상가,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.37094855,127.4313047,042-531-0030
78,법동종합사회복지관,법동종합사회복지관 1층,대전광역시 대덕구 계족로664번길 27 법동종합사회복지관,36.37094855,127.4313047,042-633-0239
79,대전종합사회복지관,대전종합사회복지관 1층 출입구,대전광역시 대덕구 우암동로15번길 20,36.35975133,127.45111969999999,042-627-2957
80,대덕구청,민원지적과,대전광역시 대덕구 대전로1033번길 20,36.34660008,127.41570390000001,042-608-6707
81,ktlinkus(주)중부본부대전지사,탄약사령부정문,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.40567908,127.44324679999998,042-531-0030
82,가양초등학교,대전가양초등학교 중앙현관 1층,대전광역시 동구 가양로 61,36.34236194,127.4415644,042-633-1987
83,계룡산국립공원사무소,수통골분소 내 입구,충청남도 공주시 반포면 동학사1로 327-6,36.34505441,127.28816509999999,042-825-5715
84,중리종합사회복지관,중리종합사회복지관내 2층 자원봉사실,대전광역시 대덕구 계족로663번길 34 중리종합사회복지관,36.37097946,127.4254497,042-628-1476
85,장태산관리사무소,2층 사무실 내,대전광역시 서구 장안로 461,36.21596913,127.3412778,042-270-7883
86,동부여성가족원,1층 로비,대전광역시 대덕구 선비마을로 260,36.37496754,127.42836270000001,042-270-7712
87,대전광역시도시철도공사(서구지역),시청역 판암방향 승강장,대전광역시 서구 월평동 160-20,36.35140877,127.3867152,042-539-3213
88,ktlinkus(주)중부본부대전지사,중리제민약국,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.36132686,127.42952240000001,042-531-0030
89,대전광역시서구청,서구청 1층 민원실,대전광역시 서구 둔산서로 100,36.35548967,127.38380079999999,042-611-6710
90,파밀리에아파트,홍도동 파밀리에아파트 통합초소비치(1단지 정문 앞),"대전광역시 동구 동산초교로 46 홍도동, 파밀리에아파트",36.34870787,127.425202,042-639-8220
91,연광자립원,1층 사무실 앞,대전광역시 서구 영골길 159,36.22588527,127.31384779999999,042-581-0083
92,동심원,1층 중앙현관 안쪽,대전광역시 서구 영골길 159 동심원,36.22588527,127.31384779999999,042-581-2254
93,대전금동초등학교,대전광역시 서구 관저로 45,대전광역시 서구 관저로 45,36.29821731,127.3263747,042-542-3331
94,한국타이어테크노돔,3층 러닝센터,대전광역시 유성구 유성대로935번길 50,36.37971941,127.3382027,042-724-1000
95,한국타이어테크노돔,"지하1층, 건강관리실 입구방향",대전광역시 유성구 유성대로935번길 50,36.37971941,127.3382027,042-724-1000
96,한국타이어테크노돔,1층 기숙사동,대전광역시 유성구 유성대로935번길 50,36.37971941,127.3382027,042-724-1000
97,한국타이어테크노돔,1층 비지니스센터,대전광역시 유성구 유성대로935번길 50,36.37971941,127.3382027,042-724-1000
98,산내종합사회복지관,산내종합사회복지관,"대전광역시 동구 산내로 1352-25 산내종합사회복지관 사무실, 2층",36.28471333,127.46770009999999,042-272-0591
99,한국환경공단충청권지역본부,1층 엘리베이터 앞,대전광역시 서구 청사로 156,36.35944379,127.38105929999999,042-939-2208
100,F&U 신용정보(주),대전 중구 계룡로 820 8층 하나은행,대전광역시 중구 계룡로 820 하나은행 8층,36.32658463,127.40690179999999,02-2003-3522
101,대전도시철도공사 중구청역,지하 3층 역무실 입구,대전광역시 중구 중앙로 지하71,36.32478189,127.41952590000001,042-539-3606
102,대전도시철도공사 중구청역,지하5층승강장,대전광역시 중구 중앙로 지하71,36.32478189,127.41952590000001,042-539-3606
103,대전 동구청,민원실(1층)내 중앙출입문 옆,대전광역시 동구 동구청로 147,36.31200354,127.45491090000002,042-251-4114
104,하우스토리1차아파트,보안실앞,대전광역시 중구 계룡로 923 관리사무소,36.32046372,127.41532009999999,042-221-8220
105,대전 동구청,동구청본관10층총무과출입문벽면,대전광역시 동구 동구청로 147,36.31200354,127.45491090000002,042-251-4114
106,도시철도공사대전역,지하 5층 반석행 PSD 2-3 앞,대전광역시 동구 중앙로 지하218,36.33128789,127.4328101,042-224-3104
107,월평종합사회복지관,월평종합사회복지관 2층 강당입구(우측),대전광역시 서구 월평북로 11,36.36348675,127.37007050000001,042-484-6181
108,정림종합사회복지관,정림종합사회복지관 지상1층 로비,대전광역시 서구 계백로1286번길 86,36.30417031,127.3668597,042-584-4451
109,용문종합사회복지관,용문종합사회복지관 2층 로비 (사무실 앞),대전광역시 서구 계룡로 626-1,36.33914855,127.39133729999999,042-537-0615
110,대전광역시 시설관리공단,한마음생활체육관 출입구,대전광역시 중구 대종로 373 충무체육관관리소,36.31901392,127.3865106,042-610-4912
111,대전선병원,지하3층 주차장 내,대전광역시 중구 목중로 29,36.33593763,127.4104212,042-220-8053
112,대전선병원,서관7층,대전광역시 중구 목중로 29,36.33593763,127.4104212,042-220-8053
113,대전선병원,동관1층 현관앞,대전광역시 중구 목중로 29,36.33593763,127.4104212,042-220-8053
114,한밭종합사회복지관,2층 복도 벽면,대전광역시 서구 월평북로 11,36.36348675,127.37007050000001,042-484-5348
115,대전삼천중학교,본관2층보건실복도,대전광역시 서구 문정로 271,36.35833574,127.39372409999999,042-483-6734
116,대전문정중학교,2층 방송실 앞,대전광역시 서구 둔산북로 232-11,36.35547641,127.4015485,042-486-0822
117,(주)농협대전유통,1층 고객센터 앞,대전광역시 중구 대둔산로199번길 43,36.28859058,127.37844809999999,042-580-5000
118,대전선병원,동관2층 복도 내,대전광역시 중구 목중로 29,36.33593763,127.4104212,042-220-8053
119,국립농산물품질관리원,2층 복도,대전광역시 중구 보문로 327,36.33095034,127.4182715,042-256-7901
120,대전도시철도공사 서대전네거리역,지하 4층 승강장 중앙,대전광역시 중구 계룡로 지하889,36.32244513,127.4125376,042-222-3107
121,대전마케팅공사,대전마케팅공사 엑스포과학공원 고객만족센터,대전광역시 유성구 대덕대로512번길 30,36.37875976,127.38154579999998,042-250-1371
122,대전도시철도공사 중앙로역,중앙로역 대합실,대전광역시 중구 중앙로 지하 145 　,36.32867081,127.42580149999999,042-539-3213
123,관저종합사회복지관,1층 로비 기둥,대전광역시 서구 구봉로 13,36.29833539,127.3253732,042-545-6810
124,대전마케팅공사,대전마케팅공사 관리동 1층 로비,대전광역시 유성구 대덕대로512번길 30,36.37875976,127.38154579999998,042-250-1371
125,대전시설관리공단무지개복지센터,무지개복지센터 광장동 출입문입구앞,대전광역시 대덕구 대덕대로1417번길 80,36.45064468,127.40537150000002,042-930-2319
126,도시철도공사대전역,지하 5층 판암행 PSD 2-2 앞,대전광역시 동구 중앙로 지하218,36.33128781,127.4328324,042-224-3104
127,도시철도공사대동역,지하 1층 대합실,대전광역시 동구 계족로 지하176,36.32961139,127.4427354,042-625-3103
128,대전광역시서구의회,서구의회 로비 1층,대전광역시 서구 둔산서로 100,36.35506745,127.3833865,042-511-5313
129,ktlinkus(주)중부본부대전지사,인동현대아파트,대전광역시 서구 괴정동 359-2 KT인재개발원 별관1호,36.32024378,127.4395287,042-531-0030
130,대전도시철도공사 오룡역,지하 2층 하선 승강장,대전광역시 중구 계룡로 지하793,36.32868191,127.40497490000001,042-521-3108
131,용운국제수영장,2층 운영실 내,대전광역시 동구 동부로 138,36.32518076,127.46654740000001,042-280-1041
132,신탄진평생학습도서관,1층로비,대전광역시 대덕구 신탄진동로 64,36.44650549,127.4373309,042-608-5532
133,대전도시철도공사 오룡역,지하 1층 역무실 앞,대전광역시 중구 계룡로 지하793,36.32868199,127.40495259999999,042-521-3108
134,도시철도공사대전역,지하 3층 역무실 앞,대전광역시 동구 중앙로 지하218,36.33128764,127.4328771,042-224-3104
135,만인산푸른학습원,학습원 현관 로비,대전광역시 동구 산내로 106,36.20221773,127.45482630000001,042-270-8656
136,용운국제수영장,2층 안내데스크 옆,대전광역시 동구 동부로 138,36.32535251,127.46641480000001,042-280-1041
137,도시철도공사신흥역,지하 2층 역무실 앞,대전광역시 동구 옥천로 지하70,36.31972588,127.4486706,042-539-3602
138,도시철도공사판암역,지하 2층 하선승강장,대전광역시 동구 옥천로 지하162,36.31720285,127.4592795,042-274-3101
